TriggerID,GRBName,tmin,tmin_err,tmin_upp_lim,tS_N,tS_N_err,T90,T90_err,tStart,tStop,Xtmin,XtS_N,z
110625881,110625A,0.101,0.012,FALSE,0.027,0.002,26.881,0.572,-0.865,43.756,0.19,0.05,NA
110626448,110626A,0.827,0.111,FALSE,0.310,0.027,6.400,1.145,-3.936,8.800,0.55,0.21,NA
110629174,110629A,0.062,0.034,FALSE,0.039,0.003,61.694,18.690,-0.319,92.201,0.51,0.32,NA
110702187,110702A,0.165,0.064,FALSE,0.110,0.010,34.369,5.736,-27.769,40.607,0.42,0.28,NA
110703557,110703A,0.296,NA,TRUE,0.092,0.008,6.720,1.619,-7.550,5.822,0.41,0.2,NA
110705151,110705A,0.007,0.004,FALSE,0.004,0.001,0.192,0.036,-0.112,0.272,0.43,0.22,NA
110705364,110705B,0.233,NA,TRUE,0.055,0.005,19.200,0.923,-3.872,28.960,0.54,0.23,NA
110706202,110706A,0.372,NA,TRUE,0.130,0.011,12.032,4.382,-7.498,16.422,0.4,0.33,NA
110706477,110706B,0.968,0.523,FALSE,0.620,0.054,73.217,14.612,-27.027,106.197,0.21,0.13,NA
110706728,110706C,0.104,NA,TRUE,0.046,0.004,16.896,6.339,-8.244,25.348,0.36,0.32,NA
110706977,110706D,0.272,0.171,FALSE,0.184,0.016,33.216,4.007,-20.431,31.693,0.18,0.12,NA
110709463,110709C,0.406,0.023,FALSE,0.092,0.008,24.061,0.722,-11.908,35.972,0.5,0.11,NA
110709642,110709A,0.113,0.043,FALSE,0.055,0.005,43.201,0.405,-11.473,64.127,0.31,0.15,NA
110709862,110709D,0.903,NA,TRUE,0.310,0.027,5.376,1.493,-4.461,6.259,0.48,0.3,NA
110710954,110710A,0.101,0.031,FALSE,0.046,0.004,22.720,1.604,-11.265,24.405,0.41,0.18,NA
110716018,110716A,0.087,0.034,FALSE,0.039,0.003,7.168,1.747,-6.624,7.624,0.43,0.19,NA
110717180,110717A,0.011,0.003,FALSE,0.005,0.001,0.112,0.072,-0.071,0.151,0.64,0.32,NA
110717319,110717B,0.143,0.066,FALSE,0.065,0.006,90.369,0.810,-19.022,112.904,0.17,0.08,NA
110720177,110720A,1.198,NA,TRUE,0.261,0.023,11.200,0.602,-5.672,16.616,0.41,0.11,NA
110721200,110721A,0.116,0.065,FALSE,0.055,0.005,21.822,0.572,-0.326,32.622,0.11,0.05,NA
110722694,110722A,2.514,NA,TRUE,0.439,0.038,73.473,11.404,-21.936,109.558,0.31,0.1,NA
110722710,110722B,1.041,NA,TRUE,0.310,0.027,14.336,2.721,-11.712,16.784,0.49,0.28,NA
110725236,110725A,0.335,NA,TRUE,0.078,0.007,20.224,1.056,-11.037,29.201,0.52,0.28,NA
110726211,110726B,0.297,0.068,FALSE,0.155,0.013,29.952,10.608,-16.674,40.811,0.47,0.24,NA
110728056,110728A,0.047,NA,TRUE,0.033,0.003,0.704,0.231,-0.177,0.921,0.76,0.99,NA
110729142,110729A,0.267,NA,TRUE,0.110,0.010,408.582,2.290,-69.423,410.662,0.19,0.17,NA
110730008,110730A,3.726,1.291,FALSE,1.755,0.152,28.416,2.919,-22.074,34.442,0.61,0.29,NA
110730660,110730B,0.557,0.189,FALSE,0.310,0.027,33.856,1.811,-23.117,37.457,0.39,0.22,NA
110731465,110731A,0.021,0.015,FALSE,0.014,0.001,7.485,0.572,-3.705,11.181,0.16,0.1,2.83
110801335,110801B,0.070,0.024,FALSE,0.039,0.003,0.384,0.326,-0.316,0.447,0.79,0.44,NA
110803783,110803A,2.303,NA,TRUE,0.522,0.045,186.883,2.986,-156.675,123.457,0.68,0.31,NA
110806934,110806A,0.404,NA,TRUE,0.130,0.011,28.416,0.923,-5.014,42.698,0.24,0.16,NA
110809461,110809A,0.245,0.086,FALSE,0.130,0.011,12.544,4.615,-10.563,14.391,0.32,0.17,NA
110812899,110812B,0.280,0.052,FALSE,0.155,0.013,11.264,3.727,-7.882,14.526,0.57,0.32,NA
110813237,110813A,0.497,0.164,FALSE,0.184,0.016,22.784,3.114,-13.001,32.331,0.3,0.11,NA
110817191,110817A,0.179,0.041,FALSE,0.078,0.007,5.949,0.572,-1.580,8.874,0.22,0.1,NA
110818860,110818A,2.791,NA,TRUE,0.522,0.045,67.073,3.916,-43.192,90.258,0.64,0.27,3.36
110819665,110819A,0.249,0.063,FALSE,0.130,0.011,16.384,6.149,-8.624,23.972,0.57,0.3,NA
110820476,110820C,1.134,0.172,FALSE,0.522,0.045,11.264,7.331,-9.674,12.734,0.7,0.32,NA
110824009,110824A,0.011,NA,TRUE,0.003,0.001,76.607,9.220,-2.685,114.513,0.26,0.18,NA
110825102,110825A,0.025,0.004,FALSE,0.007,0.001,62.465,0.231,-0.447,91.993,0.19,0.05,NA
110825265,110825B,3.304,NA,TRUE,0.877,0.076,51.073,3.389,-29.971,59.894,0.54,0.32,NA
110831282,110831A,0.987,NA,TRUE,0.155,0.013,98.881,3.138,-28.680,127.551,0.94,0.26,NA
110901230,110901A,0.384,0.267,FALSE,0.261,0.023,22.528,5.620,-13.205,25.979,0.42,0.29,NA
110903009,110903B,0.288,0.014,FALSE,0.078,0.007,28.672,2.429,-15.223,41.811,0.41,0.11,NA
110903111,110903A,0.210,NA,TRUE,0.055,0.005,341.254,2.288,-27.997,340.998,0.27,0.16,NA
110904124,110904A,0.233,NA,TRUE,0.078,0.007,83.905,3.853,-24.368,123.296,0.28,0.22,NA
110904163,110904B,0.327,NA,TRUE,0.110,0.010,51.457,4.128,-26.841,75.525,0.48,0.29,NA
110904531,110904C,1.471,0.708,FALSE,0.738,0.064,20.480,5.479,-12.698,28.058,0.27,0.13,NA
110906302,110906B,0.832,0.155,FALSE,0.310,0.027,23.936,2.550,-17.232,30.368,0.49,0.18,NA
110909116,110909A,0.279,0.067,FALSE,0.130,0.011,20.736,1.639,-22.560,18.672,0.66,0.31,NA
110911071,110911A,1.894,0.458,FALSE,1.241,0.108,8.960,4.352,-9.043,8.787,1.05,0.69,NA
110916016,110916A,0.681,0.123,FALSE,0.261,0.023,1.792,1.993,-2.301,1.277,0.96,0.37,NA
110919634,110919A,0.251,0.072,FALSE,0.130,0.011,35.073,3.974,-6.170,62.898,0.17,0.09,NA
110920338,110920A,0.337,0.188,FALSE,0.184,0.016,9.728,0.810,-5.331,11.095,0.38,0.21,NA
110920546,110920A,2.096,NA,TRUE,0.369,0.032,160.771,5.221,-2.659,191.860,0.14,0.04,NA
110921444,110921C,0.345,0.109,FALSE,0.219,0.019,149.507,10.691,-68.609,86.150,0.64,0.41,NA
110921577,110921A,1.497,NA,TRUE,0.877,0.076,40.705,1.810,-30.209,30.615,0.31,0.31,NA
110921912,110921B,0.024,0.010,FALSE,0.016,0.001,17.664,0.345,-7.850,27.294,0.21,0.14,NA
110923835,110923A,1.388,0.170,FALSE,0.439,0.038,46.398,11.279,-22.509,69.323,0.63,0.2,NA
110926107,110926A,0.605,0.253,FALSE,0.310,0.027,75.265,1.280,-18.385,89.990,0.27,0.14,NA
110928180,110928B,0.203,NA,TRUE,0.110,0.010,148.226,1.925,-192.673,91.909,0.2,0.23,NA
110929187,110929A,0.416,0.097,FALSE,0.184,0.016,5.120,0.572,-3.046,7.142,0.47,0.21,NA
110930564,110930A,6.368,0.798,FALSE,1.755,0.152,37.889,5.431,-25.519,49.862,0.71,0.2,NA
111001804,111001A,0.021,0.012,FALSE,0.014,0.001,0.384,1.361,-0.444,0.319,0.85,0.55,NA
111003465,111003A,0.415,0.027,FALSE,0.078,0.007,16.640,1.056,-7.725,25.389,0.31,0.06,NA
111005398,111005B,0.721,0.160,FALSE,0.439,0.038,30.720,3.093,-15.718,34.662,0.51,0.31,NA
111008992,111008B,12.204,NA,TRUE,2.087,0.181,42.496,4.128,-11.671,57.996,0.71,0.2,NA
111009282,111009A,1.073,NA,TRUE,0.184,0.016,20.736,4.221,-1.826,24.281,0.31,0.07,NA
111010237,111010A,4.084,1.659,FALSE,2.087,0.181,82.433,8.444,-29.758,119.422,0.4,0.21,NA
111010660,111010B,0.466,0.078,FALSE,0.155,0.013,8.704,2.111,-5.334,11.978,0.72,0.24,NA
111010709,111010C,0.918,0.299,FALSE,0.369,0.032,52.993,0.923,-12.740,75.736,0.34,0.14,NA
111010899,111010D,0.789,NA,TRUE,0.439,0.038,18.560,2.988,-23.919,10.417,0.44,0.46,NA
111011094,111011A,0.007,NA,TRUE,0.002,0.001,1.472,0.771,-0.799,2.136,0.67,0.43,NA
111012456,111012A,0.463,0.108,FALSE,0.184,0.016,20.736,0.724,-9.248,31.984,0.31,0.13,NA
111012811,111012B,0.050,0.012,FALSE,0.023,0.002,7.936,1.145,-4.448,11.392,0.29,0.13,NA
111015427,111015A,0.550,NA,TRUE,0.110,0.010,92.737,3.319,-21.640,137.838,0.63,0.21,NA
111017657,111017A,1.527,NA,TRUE,0.110,0.010,11.072,0.410,-5.231,16.779,0.68,0.06,NA
111018595,111018B,1.584,NA,TRUE,0.439,0.038,8.192,1.864,-4.829,11.449,0.9,0.37,NA
111018785,111018C,5.258,1.211,FALSE,2.951,0.256,29.697,1.810,-21.047,33.268,0.65,0.37,NA
111022854,111022C,0.035,NA,TRUE,0.008,0.001,0.192,0.707,-0.224,0.160,0.79,0.42,NA
111024722,111024B,0.250,NA,TRUE,0.039,0.003,68.609,2.896,-40.110,96.404,0.52,0.16,NA
111024896,111024C,0.038,0.010,FALSE,0.023,0.002,1.792,1.846,-0.490,2.429,0.99,0.6,NA
111025078,111025A,5.390,NA,TRUE,1.241,0.108,51.712,2.202,-20.322,76.874,0.76,0.39,NA
111103441,111103A,0.138,0.037,FALSE,0.078,0.007,11.968,6.426,-6.056,17.744,0.44,0.25,NA
111103948,111103C,0.018,0.006,FALSE,0.011,0.001,0.320,0.181,-0.222,0.414,0.71,0.45,NA
111105457,111105A,0.241,0.060,FALSE,0.092,0.008,43.520,0.572,-19.655,35.180,0.78,0.3,NA
111107035,111107A,3.425,0.439,FALSE,1.476,0.128,12.032,0.923,-7.498,16.422,0.89,0.38,2.893
111107076,111107B,1.089,0.282,FALSE,0.620,0.054,77.185,0.810,-29.068,93.648,0.43,0.24,NA
111109453,111109B,0.981,NA,TRUE,0.310,0.027,4.864,2.757,-4.581,4.702,0.57,0.47,NA
111109873,111109C,3.936,NA,TRUE,0.620,0.054,9.664,6.457,-9.394,9.830,1.09,0.28,NA
111112908,111112A,0.023,NA,TRUE,0.005,0.001,0.192,0.091,-0.160,0.224,0.65,0.26,NA
111113410,111113B,0.395,0.093,FALSE,0.155,0.013,15.360,1.639,-8.627,21.478,0.39,0.15,NA
111114233,111114A,0.801,0.398,FALSE,0.522,0.045,22.016,2.673,-7.378,28.702,0.58,0.38,NA
111117510,111117A,0.009,0.003,FALSE,0.004,0.001,0.576,0.143,-0.416,0.732,0.7,0.34,NA
111117526,111117B,2.730,NA,TRUE,1.043,0.090,23.808,1.717,-13.069,34.293,0.49,0.34,NA
111120556,111120A,2.860,NA,TRUE,0.369,0.032,98.626,2.970,-27.729,84.697,0.5,0.14,NA
111124308,111124A,1.964,0.185,FALSE,0.877,0.076,8.960,3.114,-5.203,12.538,0.89,0.4,NA
111127810,111127A,0.166,0.130,FALSE,0.110,0.010,19.008,2.548,-10.181,27.249,0.15,0.1,NA
111201599,111201A,2.912,0.897,FALSE,1.476,0.128,16.896,3.974,-6.956,23.428,0.59,0.3,NA
111203054,111203A,0.143,0.060,FALSE,0.092,0.008,55.553,5.684,-44.545,16.940,0.28,0.18,NA
111203609,111203B,1.124,0.622,FALSE,0.738,0.064,22.016,6.734,-13.722,30.058,0.51,0.34,NA
111208353,111208A,5.394,0.408,FALSE,1.476,0.128,40.961,4.345,-24.415,53.819,0.6,0.16,NA
111216389,111216A,0.087,0.027,FALSE,0.046,0.004,83.777,0.500,-18.851,105.951,0.37,0.19,NA
111220486,111220A,0.051,0.008,FALSE,0.016,0.001,39.041,5.101,-6.318,49.900,0.23,0.07,NA
111221739,111221A,0.018,0.006,FALSE,0.011,0.001,27.136,7.186,-13.952,40.016,0.42,0.27,NA
111222619,111222A,0.007,0.001,FALSE,0.003,0.001,0.320,0.143,-0.222,0.414,0.76,0.34,NA
111226795,111226A,4.661,NA,TRUE,0.877,0.076,74.753,8.749,-25.023,93.066,0.33,0.1,NA
111228453,111228B,0.775,0.011,FALSE,0.092,0.008,2.944,0.979,-1.363,4.487,0.68,0.08,NA
111228657,111228A,0.085,NA,TRUE,0.033,0.003,99.842,2.111,-49.409,78.603,0.18,0.12,0.714
111230683,111230A,0.246,NA,TRUE,0.065,0.006,28.160,1.557,-26.692,29.347,0.52,0.41,NA
111230819,111230B,0.108,NA,TRUE,0.033,0.003,12.736,1.145,-6.952,18.360,0.56,0.32,NA
120101354,120101A,0.103,NA,TRUE,0.016,0.001,0.128,0.072,-0.160,0.096,1.44,0.45,NA
120102095,120102A,0.338,0.023,FALSE,0.092,0.008,28.417,8.204,-25.674,29.990,0.47,0.13,NA
120102416,120102B,0.597,0.272,FALSE,0.369,0.032,20.224,2.769,-20.335,19.903,0.4,0.25,NA
120105584,120105A,1.909,NA,TRUE,0.439,0.038,22.528,2.202,-19.408,25.407,0.53,0.24,NA
120107384,120107A,0.060,NA,TRUE,0.027,0.002,23.040,0.143,-11.341,34.509,0.25,0.24,NA
120109824,120109A,3.875,1.183,FALSE,1.476,0.128,38.656,3.114,-21.079,55.815,0.69,0.26,NA
120111051,120111A,5.451,2.729,FALSE,2.482,0.215,76.801,5.515,-26.410,104.150,0.45,0.2,NA
120114433,120114B,0.688,0.159,FALSE,0.369,0.032,2.752,1.569,-0.263,3.984,1.06,0.57,NA
120114681,120114A,1.346,1.016,FALSE,0.877,0.076,43.264,5.804,-29.369,56.718,0.37,0.24,NA
120118709,120118B,1.410,0.482,FALSE,0.738,0.064,37.825,12.586,-22.152,53.109,0.33,0.17,2.943
120118898,120118C,0.168,NA,TRUE,0.027,0.002,17.152,2.111,-9.180,25.100,0.58,0.17,NA
120119170,120119A,0.463,NA,TRUE,0.078,0.007,55.297,6.229,-15.904,85.811,0.33,0.09,1.728
120119229,120119B,0.083,0.030,FALSE,0.055,0.005,41.728,1.557,-20.692,62.330,0.44,0.29,NA
120119354,120119C,0.464,0.057,FALSE,0.219,0.019,16.384,1.493,-16.048,16.548,0.61,0.29,NA
120120432,120120A,8.745,NA,TRUE,1.241,0.108,32.256,6.481,-15.893,48.265,1.09,0.28,NA
120121101,120121B,1.305,NA,TRUE,0.439,0.038,18.432,3.727,-12.458,24.198,0.38,0.22,NA
120121251,120121C,1.648,NA,TRUE,0.310,0.027,37.121,11.876,-23.877,49.992,0.28,0.09,NA
120122300,120122A,0.576,0.147,FALSE,0.310,0.027,16.701,1.881,-8.264,24.968,0.48,0.26,NA
120129312,120129B,0.276,0.030,FALSE,0.130,0.011,1.280,0.689,-1.274,1.274,1.05,0.49,NA
120129580,120129A,0.047,0.015,FALSE,0.011,0.001,3.072,0.362,-0.870,4.913,0.15,0.04,NA
120130699,120130A,0.168,0.027,FALSE,0.092,0.008,27.777,0.694,-7.181,40.844,0.44,0.24,NA
120130906,120130B,0.354,0.135,FALSE,0.219,0.019,3.584,1.379,-3.056,3.961,0.51,0.32,NA
120130938,120130C,1.482,NA,TRUE,0.369,0.032,38.913,7.455,-24.417,52.994,0.3,0.15,NA
120203812,120203A,1.382,0.211,FALSE,0.439,0.038,10.240,2.429,-9.933,10.445,0.8,0.25,NA
120204054,120204A,0.213,NA,TRUE,0.078,0.007,49.089,0.429,-14.128,83.542,0.05,0.04,NA
120205285,120205A,0.121,0.055,FALSE,0.078,0.007,0.576,0.272,-0.864,0.284,0.96,0.61,NA
120206949,120206A,0.074,0.015,FALSE,0.039,0.003,9.472,3.338,-4.951,13.875,0.33,0.17,NA
120210650,120210A,0.084,0.024,FALSE,0.039,0.003,1.344,0.264,-0.731,1.949,0.48,0.22,NA
120212353,120212B,0.050,0.015,FALSE,0.023,0.002,0.864,0.577,-1.262,0.458,0.93,0.43,NA
120212383,120212A,1.378,0.169,FALSE,0.522,0.045,9.216,0.724,-6.618,11.690,0.66,0.25,NA
120213606,120213B,0.116,0.025,FALSE,0.065,0.006,13.824,3.328,-9.917,17.585,0.53,0.3,NA
120217808,120217A,0.415,0.060,FALSE,0.155,0.013,5.888,2.862,-3.431,8.271,0.59,0.22,NA
120217904,120217B,0.050,NA,TRUE,0.011,0.001,2.624,0.300,-1.525,3.689,0.29,0.12,NA
120218276,120218B,0.991,0.330,FALSE,0.620,0.054,256.260,5.221,-212.996,61.708,0.45,0.28,NA
120219563,120219B,0.690,NA,TRUE,0.439,0.038,8.128,0.429,-5.179,10.979,0.61,0.69,NA
120220210,120220A,2.436,NA,TRUE,1.043,0.090,21.248,1.639,-15.898,26.370,0.4,0.39,NA
120222021,120222A,0.042,0.014,FALSE,0.019,0.002,1.088,0.143,-0.607,1.359,0.29,0.13,NA
120222119,120222A,5.529,0.464,FALSE,1.755,0.152,29.440,5.382,-19.576,39.009,0.78,0.25,NA
120223933,120223A,1.565,NA,TRUE,0.184,0.016,14.336,2.360,-7.616,20.880,0.85,0.19,NA
120224282,120224B,0.957,NA,TRUE,0.261,0.023,60.929,3.093,-28.461,79.976,0.34,0.22,NA
120224898,120224C,0.207,NA,TRUE,0.078,0.007,29.184,4.222,-14.192,43.876,0.65,0.55,NA
120226447,120226B,0.074,0.016,FALSE,0.046,0.004,14.592,3.916,-10.493,18.521,0.7,0.44,NA
120226871,120226A,0.147,0.055,FALSE,0.078,0.007,52.993,0.572,-15.347,83.726,0.17,0.09,NA
120227391,120227A,0.106,0.036,FALSE,0.065,0.006,19.712,1.717,-10.531,28.671,0.93,0.57,NA
120227725,120227B,0.175,0.061,FALSE,0.092,0.008,17.408,0.810,-8.365,26.261,0.27,0.14,NA
120302080,120302A,1.418,NA,TRUE,0.261,0.023,80.384,16.927,-29.100,120.406,1.18,0.69,NA
120302722,120302B,0.134,NA,TRUE,0.046,0.004,1.600,0.779,-0.856,2.264,0.86,0.74,NA
120304061,120304A,0.677,0.014,FALSE,0.130,0.011,9.984,1.055,-5.200,14.660,0.5,0.1,NA
120304248,120304B,0.018,0.005,FALSE,0.010,0.001,5.376,0.572,-2.925,7.795,0.62,0.33,NA
120308588,120308B,0.311,NA,TRUE,0.078,0.007,25.600,1.557,-27.529,16.759,0.56,0.2,NA
120312671,120312A,1.314,0.587,FALSE,0.738,0.064,13.312,3.167,-8.643,17.823,0.55,0.31,NA
120314412,120314A,0.201,NA,TRUE,0.078,0.007,1.280,1.086,-1.914,0.634,0.65,0.51,NA
120316008,120316A,0.155,NA,TRUE,0.027,0.002,26.624,0.362,-11.645,41.329,0.73,0.25,NA
120319983,120319A,0.741,NA,TRUE,0.219,0.019,72.448,7.832,-9.467,91.224,0.66,0.49,NA
120323162,120323B,0.275,NA,TRUE,0.065,0.006,4.352,0.724,-2.928,5.752,0.53,0.24,NA
120323507,120323A,0.013,0.001,FALSE,0.004,0.001,0.448,0.091,-0.285,0.608,0.27,0.08,NA
120326056,120326A,0.974,0.140,FALSE,0.219,0.019,11.776,1.810,-6.176,16.285,0.38,0.08,1.798
120327418,120327B,0.026,0.012,FALSE,0.016,0.001,0.256,1.319,-0.320,0.192,0.77,0.48,NA
120328268,120328B,0.094,0.045,FALSE,0.055,0.005,29.697,1.056,-2.055,48.104,0.09,0.05,NA
120331055,120331A,0.015,0.005,FALSE,0.007,0.001,16.384,10.367,-5.031,21.668,0.62,0.28,NA
120402669,120402B,0.624,NA,TRUE,0.110,0.010,20.224,0.810,-12.093,28.145,0.45,0.11,NA
120403857,120403B,1.345,NA,TRUE,0.261,0.023,4.288,1.935,-6.095,2.423,1.3,0.42,NA
120410585,120410A,0.059,NA,TRUE,0.014,0.001,1.088,1.180,-1.567,0.604,0.87,0.37,NA
120411925,120411A,0.060,0.018,FALSE,0.033,0.003,38.912,1.493,-19.133,58.278,0.81,0.44,NA
120412055,120412A,2.242,NA,TRUE,0.522,0.045,9.728,3.566,-8.915,10.427,0.85,0.42,NA
120412920,120412B,0.476,NA,TRUE,0.130,0.011,101.182,4.871,-0.743,151.027,0.39,0.18,NA
120415076,120415A,0.978,0.116,FALSE,0.369,0.032,12.544,4.128,-6.723,18.231,0.57,0.21,NA
120415891,120415B,0.046,NA,TRUE,0.014,0.001,0.960,0.264,-0.731,1.179,0.52,0.44,NA
120415958,120415C,1.156,0.777,FALSE,0.620,0.054,12.544,1.717,-10.563,14.391,0.41,0.22,NA
120420249,120420A,2.318,0.291,FALSE,0.738,0.064,25.600,4.419,-3.712,37.504,0.57,0.18,NA
120420858,120420B,1.615,0.698,FALSE,0.877,0.076,254.913,4.222,-21.676,296.948,0.38,0.21,NA
120426090,120426A,0.192,NA,TRUE,0.027,0.002,2.880,0.181,-1.202,4.530,0.27,0.05,NA
120426585,120426B,1.620,0.878,FALSE,0.738,0.064,30.973,3.620,-15.423,46.187,0.35,0.16,NA
120427054,120427A,0.894,NA,TRUE,0.110,0.010,5.632,0.572,-0.964,8.702,0.54,0.09,NA
120427153,120427B,2.693,0.710,FALSE,1.476,0.128,22.784,1.999,-9.939,31.748,1.01,0.55,NA
120429003,120429A,0.182,NA,TRUE,0.092,0.008,1.664,0.968,-1.018,2.302,0.49,0.53,NA
120429484,120429B,0.773,NA,TRUE,0.130,0.011,15.360,1.619,-5.555,21.939,0.52,0.27,NA
120430980,120430A,1.624,NA,TRUE,0.439,0.038,14.592,2.172,-9.533,19.481,0.85,0.46,NA
120504468,120504A,3.667,0.553,FALSE,1.755,0.152,41.985,2.673,-12.406,62.318,0.53,0.25,NA
120504945,120504B,0.120,0.026,FALSE,0.065,0.006,5.760,0.779,-5.155,6.307,1.06,0.58,NA
120506128,120506A,0.675,0.175,FALSE,0.369,0.032,2.304,1.379,-1.933,2.666,0.76,0.41,NA
120509619,120509A,0.027,NA,TRUE,0.014,0.001,0.704,1.404,-0.542,0.766,0.75,0.79,NA
120510900,120510B,7.403,NA,TRUE,1.241,0.108,62.465,3.908,-29.160,82.643,0.65,0.23,NA
120511638,120511A,0.528,NA,TRUE,0.130,0.011,45.249,2.940,-22.414,67.613,0.75,0.43,NA
120512112,120512A,0.123,0.048,FALSE,0.078,0.007,18.176,1.350,-2.265,27.517,0.18,0.12,NA
120513531,120513A,0.348,0.121,FALSE,0.219,0.019,23.808,0.923,-12.301,35.061,0.67,0.42,NA
120519721,120519A,0.060,0.026,FALSE,0.033,0.003,0.960,0.202,-0.603,1.307,0.39,0.21,NA
120520949,120520A,0.398,0.090,FALSE,0.184,0.016,5.760,1.356,-7.587,3.875,0.7,0.32,NA
120521380,120521B,3.757,1.182,FALSE,1.755,0.152,91.134,4.222,-26.803,136.302,0.62,0.29,NA
120522361,120522B,0.239,0.090,FALSE,0.130,0.011,28.160,8.039,-12.922,30.445,0.26,0.14,NA
120524134,120524A,0.024,0.004,FALSE,0.014,0.001,0.704,0.466,-0.478,0.921,0.81,0.46,NA
120526303,120526A,0.327,NA,TRUE,0.055,0.005,43.649,1.002,-2.392,68.305,0.44,0.23,NA
120528442,120528A,0.682,NA,TRUE,0.219,0.019,16.384,5.177,-8.880,23.716,0.26,0.19,NA
120530121,120530A,1.136,NA,TRUE,0.219,0.019,77.054,1.810,-2.763,115.108,0.36,0.15,NA
120531393,120531A,6.901,NA,TRUE,1.241,0.108,25.344,7.186,-15.363,35.063,0.98,0.36,NA
120603439,120603A,0.030,0.021,FALSE,0.019,0.002,0.384,0.345,-0.252,0.511,0.4,0.26,NA
120604220,120604A,0.143,0.017,FALSE,0.065,0.006,10.496,5.615,-3.094,12.836,0.92,0.42,NA
120604343,120604B,4.706,0.283,FALSE,1.476,0.128,12.032,3.278,-8.522,15.398,0.89,0.28,NA
120605453,120605A,0.461,0.029,FALSE,0.130,0.011,18.112,1.086,-1.466,26.407,0.69,0.19,NA
120608489,120608A,0.066,NA,TRUE,0.039,0.003,0.960,1.611,-0.667,1.243,0.53,0.53,NA
120608777,120608B,0.278,0.088,FALSE,0.184,0.016,24.832,3.840,-24.250,22.907,0.47,0.32,NA
120609580,120609A,0.243,0.152,FALSE,0.155,0.013,1.792,0.810,-1.661,1.917,0.5,0.32,NA
120611108,120611A,0.444,NA,TRUE,0.046,0.004,49.921,1.639,-21.305,54.573,1.11,0.27,NA
120612680,120612B,1.587,0.654,FALSE,1.043,0.090,63.232,7.886,-27.128,67.702,0.54,0.35,NA
120612687,120612C,0.060,0.012,FALSE,0.027,0.002,0.256,0.453,-0.320,0.192,0.7,0.32,NA
120616630,120616A,0.006,0.003,FALSE,0.004,0.001,0.048,0.484,-0.072,0.024,0.74,0.53,NA
120618128,120618A,1.323,0.146,FALSE,0.439,0.038,17.600,1.820,-8.840,26.184,0.44,0.15,NA
120618919,120618B,0.142,0.061,FALSE,0.078,0.007,47.616,12.299,-33.467,42.693,0.65,0.36,NA
120619884,120619A,0.454,NA,TRUE,0.092,0.008,0.960,0.960,-0.731,1.179,1.18,0.4,NA
120624309,120624A,0.016,NA,TRUE,0.003,0.001,0.640,0.160,-0.381,0.893,0.27,0.13,NA
120624933,120624B,0.129,NA,TRUE,0.033,0.003,271.364,4.580,-257.028,148.171,0.19,0.1,NA
120625119,120625A,0.149,NA,TRUE,0.039,0.003,7.424,0.571,-3.933,10.833,0.21,0.12,NA
120629565,120629A,0.147,0.027,FALSE,0.078,0.007,0.704,1.026,-0.734,0.665,0.94,0.5,NA
120701654,120701B,0.224,NA,TRUE,0.130,0.011,1.024,1.451,-1.469,0.571,0.83,0.97,NA
120703417,120703B,1.189,NA,TRUE,0.219,0.019,64.513,3.083,-24.555,85.095,0.28,0.09,NA
120703498,120703C,2.220,0.413,FALSE,1.043,0.090,77.568,2.187,-30.871,96.327,0.65,0.3,NA
120703726,120703A,0.058,0.043,FALSE,0.033,0.003,8.960,1.379,-3.667,14.163,0.16,0.09,NA
120707800,120707A,0.061,0.025,FALSE,0.039,0.003,40.960,4.238,-18.276,62.825,0.17,0.11,NA
120709883,120709A,0.069,NA,TRUE,0.014,0.001,27.328,0.958,-13.933,40.707,0.55,0.17,NA
120710100,120710A,0.670,0.517,FALSE,0.439,0.038,131.840,1.056,-7.875,155.607,0.22,0.15,NA
120711115,120711A,0.075,NA,TRUE,0.011,0.001,44.033,0.724,57.830,128.262,0.5,0.13,NA
120711446,120711C,1.139,0.260,FALSE,0.522,0.045,87.552,3.874,-32.427,123.394,0.9,0.41,NA